UDI,Product ID,p_failure,rank,alert_topk,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9759,L56938,0.7046195131301514,275,False,L,298.6,309.8,2271,16.2,218,1,1,0,0,0,0
4297,L51476,0.7019025104131487,276,False,L,301.8,310.2,2825,5.8,215,1,0,0,1,0,0
4647,L51826,0.7012987012987013,277,False,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0
2859,L50038,0.695288753799392,278,False,L,300.5,309.3,1417,51.5,231,1,0,0,0,1,0
7688,M22547,0.695288753799392,279,False,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0
2495,L49674,0.6885599753314832,280,False,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0
8691,L55870,0.6885599753314832,281,False,L,297.1,308.5,1323,44.4,207,1,1,0,0,0,0
587,L47766,0.6831501831501833,282,False,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0
1163,L48342,0.6831501831501833,283,False,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0
6154,L53333,0.6831501831501833,284,False,L,301.0,311.1,1236,64.4,177,1,0,0,0,1,0
4003,L51182,0.6739251358884596,285,False,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0
4386,L51565,0.6739251358884596,286,False,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0
5401,L52580,0.6725614810721193,287,False,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0
9019,L56198,0.6710687209586697,288,False,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0
7427,M22286,0.6701631701631703,289,False,M,300.0,311.4,1692,29.0,216,1,1,0,0,0,0
1510,L48689,0.6672549596365657,290,False,L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0
4208,M19067,0.6672549596365657,291,False,M,302.3,310.9,1710,30.4,218,1,1,0,0,0,0
7511,L54690,0.6672549596365657,292,False,L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0
8112,M22971,0.6672549596365657,293,False,M,300.4,311.8,1553,33.1,209,1,1,0,0,0,0
9577,L56756,0.6672549596365657,294,False,L,299.6,310.7,1922,23.3,205,1,1,0,0,0,0
3530,L50709,0.6635905323421345,295,False,L,301.9,310.9,1567,39.0,214,1,1,0,0,0,0
5142,L52321,0.6609809378460065,296,False,L,304.4,313.7,1509,35.0,205,1,1,0,0,0,0
6479,L53658,0.6609350123027934,297,False,L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0
1438,H30851,0.6599084694211118,298,False,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0
8027,L55206,0.6595744680851063,299,False,L,300.7,311.9,1399,50.2,222,1,0,0,0,1,0
5400,H34813,0.6481225504533558,300,False,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0
8200,L55379,0.6468253968253969,301,False,L,299.2,310.7,1737,27.0,225,1,1,0,0,0,0
848,L48027,0.6446886446886447,302,False,L,296.4,307.4,2833,5.6,213,1,0,0,1,0,0
1764,L48943,0.6361100098380393,303,False,L,298.2,307.6,1511,31.0,209,1,1,0,0,0,0
5310,M20169,0.6338383838383839,304,False,M,303.9,313.2,1422,48.0,215,1,1,0,0,0,0
3857,M18716,0.6304739389845774,305,False,M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0
4470,L51649,0.6298701298701299,306,False,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0
7678,L54857,0.6255080344748764,307,False,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0
8610,L55789,0.6216732846581475,308,False,L,297.4,308.3,1475,40.5,222,1,1,0,0,0,0
3267,L50446,0.619170427681066,309,False,L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0
7998,M22857,0.614756540914238,310,False,M,301.0,312.2,2710,9.7,143,1,0,0,1,0,0
1683,H31096,0.6125541125541126,311,False,H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0
3866,H33279,0.6125541125541126,312,False,H,302.6,311.5,1629,34.4,228,1,1,0,0,0,0
1088,H30501,0.6104658924042184,313,False,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0
6341,H35754,0.6104658924042184,314,False,H,300.5,309.9,1397,45.9,210,1,1,0,0,0,0
6420,H35833,0.6104658924042184,315,False,H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0
4685,M19544,0.6093850741457124,316,False,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0
4045,M18904,0.6053324295430601,317,False,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0
2750,M17609,0.6046664131770515,318,False,M,299.7,309.2,1685,28.9,179,1,0,0,0,0,0
6000,M20859,0.5833333333333333,319,False,M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0
6257,L53436,0.572617946345976,320,False,L,301.0,310.6,1493,37.8,206,1,1,0,0,0,0
6760,L53939,0.572617946345976,321,False,L,301.7,311.0,1441,44.3,208,1,1,0,0,0,0
78,L47257,0.5686653771760155,322,False,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0
5537,M20396,0.5561065197428833,323,False,M,302.3,311.8,1363,54.0,119,1,0,0,0,0,0
4817,L51996,0.554161362672001,324,False,L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0
2245,M17104,0.5497553466380779,325,False,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0
5942,L53121,0.5491169517452371,326,False,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0
8608,L55787,0.5433279694856666,327,False,L,297.5,308.4,1433,50.0,218,0,0,0,0,0,0
8358,L55537,0.4792207792207792,328,False,L,298.5,309.5,1385,46.3,203,1,1,0,0,0,0
2706,L49885,0.47096530920060337,329,False,L,299.7,309.2,1326,64.8,71,0,0,0,0,0,0
1086,L48265,0.45518207282913165,330,False,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0
5153,L52332,0.4546195131301514,331,False,L,304.3,313.5,2643,12.7,21,0,0,0,0,0,0
1655,L48834,0.43315018315018317,332,False,L,298.2,308.1,1379,62.3,149,0,0,0,0,0,0
9940,H39353,0.3798701298701299,333,False,H,298.3,308.1,2636,12.8,84,0,0,0,0,0,0
3528,M18387,0.37320134155577195,334,False,M,301.9,310.9,1573,38.9,209,0,0,0,0,0,0
6988,L54167,0.3696581196581197,335,False,L,300.7,311.1,2437,13.8,163,0,0,0,0,0,0
7087,L54266,0.369047619047619,336,False,L,300.6,310.4,2514,13.4,215,0,0,0,0,0,0
418,L47597,0.35333796063947487,337,False,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0
5940,L53119,0.3469308469308469,338,False,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0
1834,L49013,0.33201058201058203,339,False,L,297.8,307.3,1327,61.0,186,1,0,0,0,1,0
5997,M20856,0.33201058201058203,340,False,M,300.5,310.2,1386,48.2,225,0,0,0,0,0,0
9663,M24522,0.33201058201058203,341,False,M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0
6673,L53852,0.3107793107793108,342,False,L,301.6,310.7,1424,50.5,214,0,0,0,0,0,0
1170,L48349,0.30694980694980695,343,False,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0
5989,H35402,0.2996237996237996,344,False,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0
3590,L50769,0.2896374458874459,345,False,L,301.7,310.5,2465,13.7,149,0,0,0,0,0,0
4119,L51298,0.2758142758142758,346,False,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0
3026,L50205,0.2743278395452309,347,False,L,300.5,309.6,1366,50.2,219,0,0,0,0,0,0
4192,L51371,0.2741545893719807,348,False,L,302.4,311.0,1317,59.4,179,0,0,0,0,0,0
2865,H32278,0.27356902356902363,349,False,H,300.6,309.4,1380,47.6,246,1,1,0,0,0,0
6613,L53792,0.27282282282282283,350,False,L,301.6,310.6,1222,70.0,62,0,0,0,0,0,0
8004,M22863,0.2632990132990133,351,False,M,300.8,312.0,1274,67.3,159,0,0,0,0,0,0
5999,M20858,0.2593307593307593,352,False,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0
5388,L52567,0.2582683017465626,353,False,L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0
9095,M23954,0.2582683017465626,354,False,M,297.3,308.1,1370,58.8,199,0,0,0,0,0,0
9016,L56195,0.25388337153043034,355,False,L,297.2,308.1,1431,49.7,210,1,0,0,0,0,0
1419,L48598,0.25341909330167856,356,False,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0
4382,L51561,0.2522847522847523,357,False,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0
1173,L48352,0.24723947550034506,358,False,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0
5998,M20857,0.23948948948948948,359,False,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0
7082,L54261,0.23948948948948948,360,False,L,300.7,310.4,1366,52.6,205,0,0,0,0,0,0
8605,L55784,0.23948948948948948,361,False,L,297.4,308.2,1297,52.1,211,0,0,0,0,0,0
9497,M24356,0.23948948948948948,362,False,M,299.2,310.0,1349,50.4,226,0,0,0,0,0,0
9807,L56986,0.23844972232069006,363,False,L,298.3,309.1,1417,60.5,143,0,0,0,0,0,0
2861,H32274,0.23711755233494367,364,False,H,300.6,309.4,1463,49.2,235,0,0,0,0,0,0
4385,L51564,0.23711755233494367,365,False,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0
7885,L55064,0.23711755233494367,366,False,L,300.8,312.4,1465,59.1,91,1,0,0,1,0,0
1174,H30587,0.2354790137398833,367,False,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0
5308,L52487,0.2347852950262589,368,False,L,304.0,313.3,1530,34.8,211,0,0,0,0,0,0
4032,L51211,0.22274784039489923,369,False,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0
406,L47585,0.2173197173197173,370,False,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0
6419,H35832,0.21589953921717553,371,False,H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0
404,L47583,0.21583328105067234,372,False,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0
8597,L55776,0.21583328105067234,373,False,L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0
4117,M18976,0.21213569039655997,374,False,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0
8431,L55610,0.21188071188071186,375,False,L,298.9,310.2,1304,57.2,183,0,0,0,0,0,0
4035,L51214,0.20915032679738566,376,False,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0
3022,L50201,0.2008892008892009,377,False,L,300.5,309.8,1421,49.6,211,0,0,0,0,0,0
3865,M18724,0.1918704418704419,378,False,M,302.5,311.4,1629,31.7,225,0,0,0,0,0,0
9666,L56845,0.1918704418704419,379,False,L,299.2,310.3,1610,33.3,233,0,0,0,0,0,0
9667,M24526,0.1918704418704419,380,False,M,299.1,310.3,1838,24.0,235,0,0,0,0,0,0
4028,L51207,0.19083067470164247,381,False,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0
1508,M16367,0.18905461721148512,382,False,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0
332,M15191,0.18778280542986425,383,False,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0
2334,L49513,0.18778280542986425,384,False,L,299.2,308.5,1445,45.2,222,0,0,0,0,0,0
6926,M21785,0.1864734299516908,385,False,M,301.1,311.6,1266,55.5,210,0,0,0,0,0,0
2166,L49345,0.18642305407011292,386,False,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0
7848,L55027,0.18642305407011292,387,False,L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0
4114,L51293,0.1862963691608193,388,False,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0
8195,L55374,0.17781657390718944,389,False,L,299.4,310.7,1426,45.7,213,0,0,0,0,0,0
3945,L51124,0.17642140468227427,390,False,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0
8026,M22885,0.1725584464555053,391,False,M,300.8,312.0,1422,50.7,219,0,0,0,0,0,0
6172,L53351,0.16975366975366976,392,False,L,300.8,310.6,1416,42.2,225,0,0,0,0,0,0
6898,L54077,0.16975366975366976,393,False,L,301.0,311.6,1352,63.5,143,0,0,0,0,0,0
8029,L55208,0.16975366975366976,394,False,L,300.6,311.8,1501,44.8,226,0,0,0,0,0,0
5905,M20764,0.16898217557887726,395,False,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0
4729,L51908,0.16592416592416592,396,False,L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0
5302,L52481,0.16443772965512096,397,False,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0
5822,L53001,0.16443772965512096,398,False,L,301.3,311.1,1303,49.2,212,0,0,0,0,0,0
5063,L52242,0.15889439246621415,399,False,L,304.0,312.9,1313,53.9,202,0,0,0,0,0,0
3361,L50540,0.15615615615615616,400,False,L,301.5,310.6,1394,46.5,206,0,0,0,0,0,0
5392,L52571,0.15615615615615616,401,False,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0
7424,L54603,0.15615615615615616,402,False,L,300.0,311.3,1407,47.3,208,0,0,0,0,0,0
8197,L55376,0.15511638898735672,403,False,L,299.4,310.8,1622,33.6,217,0,0,0,0,0,0
4030,H33443,0.15452663278750237,404,False,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0
9834,L57013,0.15452663278750237,405,False,L,298.3,309.1,1386,45.3,212,0,0,0,0,0,0
3445,L50624,0.1536941319550015,406,False,L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0
8115,H37528,0.15145801910507792,407,False,H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0
3607,L50786,0.14997158283603296,408,False,L,301.7,310.7,1318,55.0,194,0,0,0,0,0,0
2849,M17708,0.1498646281254977,409,False,M,300.3,309.3,1391,57.9,204,0,0,0,0,0,0
7679,M22538,0.146003328867779,410,False,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0
8028,L55207,0.14157512994722296,411,False,L,300.6,311.9,1425,44.9,224,0,0,0,0,0,0
4380,M19239,0.13991763136668603,412,False,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,0
4634,L51813,0.13703537841468877,413,False,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0
7423,L54602,0.13620287758218794,414,False,L,300.0,311.2,1351,44.1,206,0,0,0,0,0,0
3447,H32860,0.13487188487188487,415,False,H,301.6,310.6,1400,49.5,211,0,0,0,0,0,0
3941,L51120,0.13487188487188487,416,False,L,302.3,311.5,1395,54.2,198,0,0,0,0,0,0
4381,L51560,0.1347886347886348,417,False,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0
6084,L53263,0.1347886347886348,418,False,L,300.9,310.7,1389,50.0,214,0,0,0,0,0,0
7071,L54250,0.1347886347886348,419,False,L,300.7,310.7,1333,61.0,177,0,0,0,0,0,0
2499,L49678,0.1337849158845744,420,False,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0
76,L47255,0.13342888342888343,421,False,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0
1252,M16111,0.13342888342888343,422,False,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0
1337,L48516,0.13342888342888343,423,False,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0
1592,L48771,0.13342888342888343,424,False,L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0
2493,H31906,0.13342888342888343,425,False,H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0
4031,L51210,0.13342888342888343,426,False,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0
9669,L56848,0.13342888342888343,427,False,L,299.1,310.3,1619,35.2,240,0,0,0,0,0,0
9670,L56849,0.13342888342888343,428,False,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0
9671,L56850,0.13342888342888343,429,False,L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0
1591,L48770,0.13330219851958983,430,False,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0
5490,L52669,0.13330219851958983,431,False,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1
3860,L51039,0.13322161709258484,432,False,L,302.6,311.5,1599,37.0,211,0,0,0,0,0,0
7254,L54433,0.13322161709258484,433,False,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0
7849,H37262,0.13322161709258484,434,False,H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0
3859,L51038,0.132389116260084,435,False,L,302.5,311.4,1559,37.6,209,0,0,0,0,0,0
6675,L53854,0.132389116260084,436,False,L,301.5,310.7,1618,35.5,218,0,0,0,0,0,0
8194,L55373,0.132389116260084,437,False,L,299.5,310.8,1873,22.3,211,0,0,0,0,0,0
4029,L51208,0.13088693748363914,438,False,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0
1164,L48343,0.12946062946062944,439,False,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0
6340,L53519,0.12946062946062944,440,False,L,300.5,310.0,1451,48.6,208,0,0,0,0,0,0
8199,M23058,0.12946062946062944,441,False,M,299.3,310.7,1374,48.9,222,0,0,0,0,0,0
4115,L51294,0.12934962934962935,442,False,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0
4116,H33529,0.1286873115517617,443,False,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0
7687,M22546,0.1286873115517617,444,False,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0
9006,L56185,0.1286873115517617,445,False,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0
7137,M21996,0.12727907478640618,446,False,M,300.5,309.9,1343,63.7,124,0,0,0,0,0,0
2081,L49260,0.1207006781047661,447,False,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0
7683,M22542,0.11956427581427582,448,False,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0
8011,L55190,0.11932915250504848,449,False,L,300.8,311.8,1323,61.1,178,0,0,0,0,0,0
4379,M19238,0.11881234707321664,450,False,M,301.9,309.6,1385,45.8,217,0,0,0,0,0,0
1169,L48348,0.1187916026625704,451,False,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0
1418,L48597,0.1187916026625704,452,False,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0
2163,L49342,0.1187916026625704,453,False,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0
4204,M19063,0.1187916026625704,454,False,M,302.3,310.9,1558,31.9,207,0,0,0,0,0,0
7593,M22452,0.1187916026625704,455,False,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0
4298,M19157,0.11863711001642037,456,False,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0
4899,H34312,0.11736934563021519,457,False,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0
3861,L51040,0.1172426607209216,458,False,L,302.6,311.5,1427,38.9,213,0,0,0,0,0,0
5390,L52569,0.1172426607209216,459,False,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0
3264,L50443,0.11494938884644768,460,False,L,301.3,310.0,1344,54.8,186,0,0,0,0,0,0
6587,L53766,0.11484561484561484,461,False,L,301.5,310.6,1453,44.0,208,0,0,0,0,0,0
2162,L49341,0.11214461214461215,462,False,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0
4645,L51824,0.11214461214461215,463,False,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0
4735,L51914,0.11214461214461215,464,False,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0
5652,M20511,0.1102307278777867,465,False,M,302.5,312.0,1447,45.7,210,0,0,0,0,0,0
593,H30006,0.11005639199471799,466,False,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0
345,M15204,0.10814250772789254,467,False,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0
1675,L48854,0.1035047380156076,468,False,L,298.1,307.8,1540,37.8,203,0,0,0,0,0,0
5993,L53172,0.10123784261715296,469,False,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0
1251,L48430,0.0998780912574016,470,False,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0
2072,M16931,0.09975140634810802,471,False,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0
5820,L52999,0.09975140634810802,472,False,L,301.3,311.0,1418,41.9,208,0,0,0,0,0,0
7677,L54856,0.09975140634810802,473,False,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0
2905,L50084,0.09846384846384847,474,False,L,300.6,309.4,2496,13.5,111,0,0,0,0,0,0
4294,L51473,0.09846384846384847,475,False,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0
7255,L54434,0.09846384846384847,476,False,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0
7256,M22115,0.09846384846384847,477,False,M,300.2,310.3,1704,29.4,221,0,0,0,0,0,0
7425,M22284,0.09846384846384847,478,False,M,300.1,311.4,1575,29.8,210,0,0,0,0,0,0
8192,M23051,0.09846384846384847,479,False,M,299.6,310.9,1630,29.8,206,0,0,0,0,0,0
8357,M23216,0.09846384846384847,480,False,M,298.6,309.6,1344,59.4,200,0,0,0,0,0,0
9672,L56851,0.09846384846384847,481,False,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0
4467,L51646,0.09750733137829913,482,False,L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0
5554,L52733,0.09750733137829913,483,False,L,302.5,311.9,1306,59.7,172,0,0,0,0,0,1
7339,L54518,0.09750733137829913,484,False,L,299.8,310.5,1496,38.8,215,0,0,0,0,0,0
9490,L56669,0.09742408129504904,485,False,L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0
762,L47941,0.09697741219480349,486,False,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0
1007,L48186,0.09697741219480349,487,False,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0
1210,H30623,0.09697741219480349,488,False,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0
1679,L48858,0.09697741219480349,489,False,L,298.0,307.5,1644,32.8,215,0,0,0,0,0,0
1681,M16540,0.09697741219480349,490,False,M,297.9,307.4,1610,34.6,219,0,0,0,0,0,0
1682,M16541,0.09697741219480349,491,False,M,297.8,307.3,1804,26.0,222,0,0,0,0,0,0
3585,L50764,0.09697741219480349,492,False,L,301.8,310.6,1192,68.9,135,0,0,0,0,0,0
3696,L50875,0.09697741219480349,493,False,L,302.2,311.3,1530,37.3,207,1,1,0,0,0,0
3736,M18595,0.09697741219480349,494,False,M,302.2,311.1,1434,58.6,102,0,0,0,0,0,0
3844,L51023,0.09697741219480349,495,False,L,302.5,311.2,1227,60.1,167,0,0,0,0,0,0
5654,L52833,0.09697741219480349,496,False,L,302.4,311.7,1495,36.8,215,0,0,0,0,0,0
7509,M22368,0.09697741219480349,497,False,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0
7850,M22709,0.09697741219480349,498,False,M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0
9832,L57011,0.09697741219480349,499,False,L,298.4,309.3,1542,35.4,208,0,0,0,0,0,0
1401,H30814,0.09606432993529768,500,False,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0
2164,L49343,0.09606432993529768,501,False,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0
4027,M18886,0.09606432993529768,502,False,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0
9493,L56672,0.09606432993529768,503,False,L,299.1,309.9,1586,36.6,215,0,0,0,0,0,0
1171,M16030,0.09593764502600406,504,False,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0
1680,L48859,0.09593764502600406,505,False,L,298.0,307.5,1792,27.9,217,0,0,0,0,0,0
5992,L53171,0.09593764502600406,506,False,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0
6166,L53345,0.09593764502600406,507,False,L,300.9,310.7,1523,35.8,205,0,0,0,0,0,0
9833,L57012,0.09593764502600406,508,False,L,298.4,309.2,2118,17.7,210,0,0,0,0,0,0
5389,M20248,0.09579883717814752,509,False,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0
9828,M24687,0.09302484302484303,510,False,M,298.3,309.3,1376,57.0,198,0,0,0,0,0,0
7005,L54184,0.09227321773157289,511,False,L,300.5,310.6,1950,20.3,208,0,0,0,0,0,0
4207,M19066,0.09209607596704372,512,False,M,302.3,310.8,1721,28.4,215,0,0,0,0,0,0
6924,L54103,0.0919850758560436,513,False,L,301.2,311.7,1433,49.3,206,0,0,0,0,0,0
5307,H34720,0.09156478907212046,514,False,H,304.0,313.2,1612,31.7,206,0,0,0,0,0,0
9656,H39069,0.09156478907212046,515,False,H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0
4047,M18906,0.08979030814473853,516,False,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0
750,L47929,0.08966362323544493,517,False,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0
3192,M18051,0.08832064856161242,518,False,M,300.1,309.2,1732,33.7,218,0,0,0,0,0,0
4024,L51203,0.08240431066518022,519,False,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0
1676,L48855,0.08219972232069006,520,False,L,298.0,307.7,1407,43.9,205,0,0,0,0,0,0
3777,L50956,0.08219972232069006,521,False,L,302.5,311.1,1538,36.8,208,0,0,0,0,0,0
2671,L49850,0.08091787439613525,522,False,L,299.8,309.4,1467,46.2,219,0,0,0,0,0,0
3448,L50627,0.08091787439613525,523,False,L,301.7,310.6,1624,34.5,216,0,0,0,0,0,0
5396,L52575,0.08091787439613525,524,False,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0
5823,M20682,0.08091787439613525,525,False,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0
6170,L53349,0.08091787439613525,526,False,L,300.7,310.5,1448,38.2,218,0,0,0,0,0,0
7588,L54767,0.08091787439613525,527,False,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0
7686,L54865,0.08091787439613525,528,False,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0
8354,L55533,0.08091787439613525,529,False,L,298.7,309.6,1442,55.6,194,0,0,0,0,0,0
8768,L55947,0.08091787439613525,530,False,L,297.5,308.6,1380,53.5,192,0,0,0,0,0,0
2761,L49940,0.07886652011424707,531,False,L,299.8,309.2,1400,42.6,210,0,0,0,0,0,0
758,L47937,0.07859381997313032,532,False,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0
4355,L51534,0.07859381997313032,533,False,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0
4646,L51825,0.07859381997313032,534,False,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0
4650,M19509,0.07859381997313032,535,False,M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0
7426,M22285,0.07859381997313032,536,False,M,300.0,311.4,1791,24.1,213,0,0,0,0,0,0
9336,L56515,0.07859381997313032,537,False,L,298.4,308.9,1501,50.0,203,0,0,0,0,0,0
3940,L51119,0.07843605669692626,538,False,L,302.5,311.6,1400,54.0,196,0,0,0,0,0,0
6339,L53518,0.07843605669692626,539,False,L,300.4,309.9,1681,28.6,206,0,0,0,0,0,0
590,L47769,0.07717957717957719,540,False,L,297.6,309.4,1491,40.2,231,0,0,0,0,0,0
753,L47932,0.07717957717957719,541,False,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0
2852,L50031,0.07696530522617478,542,False,L,300.5,309.3,1373,48.8,211,0,0,0,0,0,0
2335,L49514,0.0769496204278813,543,False,L,299.2,308.4,1445,43.5,224,0,0,0,0,0,0
9496,H38909,0.07650559982323617,544,False,H,299.3,310.0,1373,44.8,221,0,0,0,0,0,0
160,L47339,0.07569314091053221,545,False,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0
583,L47762,0.07569314091053221,546,False,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0
674,L47853,0.07569314091053221,547,False,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0
